Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params
1	1		101			AniZhuanchangEnd				{1: 'Assets/Product/Texture/Image/BgStory/BgStory20.jpg'}
2	2		401							{1: '2', 2: '10001004'}
3	3		301			DialogEnable				{3: '面前最后一个感染体也倒在了里的枪口下。'}
4	4		201							{1: '1', 2: '1031001', 4: '-600'}
5	5		201							{1: '2', 2: '500166', 4: '0'}
6	6		201							{1: '3', 2: '500026', 4: '600'}
7	7		301				AniZhuanchangBegin			{1: '1', 2: '里', 3: '已经安全了，寻找线索吧。', 4: '3'}
8	8		202							{1: '1', 2: '2', 3: '3', 6: '1'}
9	9		301			AniZhuanchangEnd				{3: '经过数十分钟的搜查，灰鸦再次聚集在一起。'}
10	10		201							{1: '1', 2: '1031001', 4: '-600'}
11	11		201							{1: '2', 2: '500166', 4: '0'}
12	12		201							{1: '3', 2: '500026', 4: '600'}
13	13		301							{1: '1', 2: '露西亚', 3: '没有线索，符合搜索条件的都是一些无用信息。', 4: '2'}
14	14		301							{3: '例如罗兰坐在屋顶上的记录，加百列在街边路过的记录。'}
15	15		301							{2: '丽芙', 3: '这片区域，有一些构造体在这里和升格者战斗过，但从他们的外貌上来看……记录已经有些久远了。', 4: '1'}
16	16		302							{2: '里呢？', 3: '17'}
17	17		301							{2: '里', 3: '还是和那篇遗书有关的记录，他们在时隔没多久之后又返回了这里。', 4: '3'}
18	18		301							{2: '里', 3: '并且携带着非常沉重的行李。', 4: '3'}
19	19		301							{2: '露西亚', 3: '看来他们确实拿到了什么。'}
20	20		301							{2: '丽芙', 3: '从行李的外观上能看出来是什么吗？', 4: '2'}
21	21		301							{2: '里', 3: '不能，只是一个自动旅行箱罢了。', 4: '3'}
22	22		301							{2: '丽芙', 3: '究竟会是什么呢？', 4: '1'}
23	23		301		1		AniZhuanchangBegin			{2: '露西亚', 3: '现在的线索还是太少了，我们继续搜查吧，指挥官。', 4: '2'}
