Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params
1	1		101			AniZhuanchangEnd				{1: 'Assets/Product/Texture/Image/BgStory/BgStory45.jpg'}
2	2		401							{1: '1', 2: '12'}
3	3		201							{1: '1', 2: '500001', 4: '-400'}
4	4		201							{1: '2', 2: '500011', 4: '400'}
5	5		301			DialogEnable				{1: '1', 2: '赛利卡', 3: '议长，这些是近期以来的报告总结。', 4: '1'}
6	6		301							{2: '哈桑', 3: '谢谢。', 4: '2'}
7	7		301							{2: '哈桑', 3: '……果然如此。', 4: '2'}
8	8		301							{2: '赛利卡', 3: '怎么了？', 4: '1'}
9	9		301							{2: '哈桑', 3: '感染体们变得更活跃了，是因为坠落在地球上的聚合物产生了影响吗……还是……', 4: '2'}
10	10		202							{1: '1', 2: '2', 6: '1'}
11	11		201							{1: '1', 2: '500004'}
12	12		301							{1: '1', 2: '阿西莫夫', 3: '无论是哪个我们都得应付他们对吧。', 4: '1'}
13	100		401							{1: '2', 2: '1515'}
14	13		301							{3: '在哈桑和赛利卡的谈话之间阿西莫夫从一旁走入，他调出了哈桑手上档案的地图，并且将其投影在大屏幕之上。'}
15	14		301							{2: '阿西莫夫', 3: '就如我们科学理事会之前预料过的一样，感染体的活跃程度不仅开始了加剧，而且有了聚合成军的倾向。', 4: '1'}
16	15		301							{2: '阿西莫夫', 3: '之前不过是因为顺从本能而向同一个地方去，但现在更多的是为了攻击某个地方而聚集战力。', 4: '1'}
17	16		201							{1: '1', 2: '500001'}
18	17		301							{1: '1', 2: '赛利卡', 3: '是因为这边收复失地的行动让感染体们改变了行动方式吗？', 4: '1'}
19	18		201							{1: '1', 2: '500004'}
20	19		301							{1: '1', 2: '阿西莫夫', 3: '大概是，也或许不是，毕竟对于感染体也不能套用动物的思维。', 4: '1'}
21	20		201							{1: '1', 2: '500011'}
22	21		301							{1: '1', 2: '哈桑', 3: '阿西莫夫，既然你到这里来了就代表你的部门已经得出了应对这个情况的道具了吧？', 4: '1'}
23	101		401							{1: '2', 2: '1515'}
24	22		301							{3: '于是阿西莫夫把屏幕切换某个构造体模块的设计图上。'}
25	23		301							{2: '哈桑', 3: '这个是？', 4: '1'}
26	24		201							{1: '1', 2: '500004'}
27	25		301							{1: '1', 2: '阿西莫夫', 3: '名为‘逆元同调’的构造体扩张模块。', 4: '1'}
28	26		301							{2: '阿西莫夫', 3: '为了应对聚合成军的感染体我们也必须要使用军队来对抗，但是实际上我们不可能拿出来对等的战力。', 4: '1'}
29	27		301							{2: '阿西莫夫', 3: '所以我们就要贯彻之前少数精锐的思想，将每一个参加作战的人变成精锐。', 4: '1'}
30	28		201							{1: '1', 2: '500011'}
31	29		301							{1: '1', 2: '哈桑', 3: '你是说这个模块能够让全部人都成为精锐吗？', 4: '1'}
32	30		201							{1: '1', 2: '500004'}
33	31		301							{1: '1', 2: '阿西莫夫', 3: '是的，启动逆元同调以后就可以将作战区域内的构造体个体连接，并且能互相共享思想和连接。', 4: '1'}
34	32		301							{2: '阿西莫夫', 3: '以达成一即是全的战术概念。', 4: '1'}
35	33		201							{1: '1', 2: '500011'}
36	34		301							{1: '1', 2: '哈桑', 3: '……现在模块的生产情况如何了？', 4: '1'}
37	35		201							{1: '1', 2: '500004'}
38	36		301							{1: '1', 2: '阿西莫夫', 3: '能确保一定量，但生产线并不稳定，毕竟空中花园还有很多更重要的生产项目。', 4: '1'}
39	37		201							{1: '1', 2: '500011'}
40	38		301							{1: '1', 2: '哈桑', 3: '是吗……但是正如你所说的那样，我原本的考虑也是派遣对应的战力去应付这些感染体。', 4: '1'}
41	39		301							{2: '哈桑', 3: '毕竟我们也没有放着感染体群聚不管的道理，要是让它们继续扩大的话也可能会造成各种灾害。', 4: '1'}
42	40		301							{2: '哈桑', 3: '赛利卡。', 4: '1'}
43	41		201							{1: '1', 2: '500001'}
44	42		301							{1: '1', 2: '赛利卡', 3: '在，要下达什么命令吗？', 4: '1'}
45	43		201							{1: '1', 2: '500011', 4: '-400'}
46	44		201							{1: '2', 2: '500004', 4: '400'}
47	45		301							{1: '1', 2: '哈桑', 3: '立刻挑选马上能调动的部队让他们回到空中花园来，然后阿西莫夫，你安排人手来为二级作战成员安装这个模块。', 4: '1'}
48	46		301							{2: '阿西莫夫', 3: '二级……为什么不是一级成员，高级的机体能更好的协调全队吧。', 4: '2'}
49	47		301							{2: '哈桑', 3: '高级的机体可能还要应对各种情况，要是中途因为什么突发意外而需要离开团队和感染体一对一的话那剩下的人可就危险了。', 4: '1'}
50	48		301							{2: '阿西莫夫', 3: '……也罢，是反正我也只是制作工具的人而已，要怎么用就随你吧。', 4: '2'}
51	49		301		1		AniZhuanchangBegin			{2: '哈桑', 3: '那就这么决定吧，赛利卡立刻发布命令，接下来就是合众迎战的时间了！', 4: '1'}
