Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params
1	1		101			AniZhuanchangEnd				{1: 'Assets/Product/Texture/Image/BgStory/Bgstory302.png'}
2	2		401							{1: '1', 2: '201'}
3	3		201							{1: '1', 2: '1011001'}
4	4		301							{1: '1', 2: '里', 3: '这里相对安全，先停下来修整一下吧。', 4: '1'}
5	5		201							{1: '1', 2: '500019', 4: '-350'}
6	6		201							{1: '2', 2: '500019', 4: '350', 5: '-80'}
7	7		301							{1: '1', 3: '原本打算找借口离开，但在看到本就受伤的构造体吃力地扛起自己的同伴时，里又改变了主意。'}
8	8		301							{2: '构造体', 3: '我没事，还是他比较要紧。', 4: '1'}
9	9		301							{2: '构造体', 3: '既然已经追踪不到感染体的信号了，就在这里停下吧！', 4: '1'}
10	10		202							{1: '1', 2: '2'}
11	11		401							{1: '2', 2: '2603'}
12	12		301							{3: '在一个安全的角落放下已经处于应急休眠状态的构造体队员，里立刻蹲下为他检查伤势。'}
13	13		201							{1: '1', 2: '1011001', 4: '-400'}
14	14		201							{1: '2', 2: '500019', 4: '400'}
15	15		301							{1: '1', 2: '里', 3: '……伤势并不严重，感染度也在回落，应该不会有大碍，以防万一，等他的意识海更稳定一些以后再行动比较好。', 4: '1'}
16	16		301							{2: '构造体', 3: '没事，没事真是太好了……', 4: '2'}
17	17		301							{3: '构造体明显松了一口气，然后转身向里再次郑重地道谢。'}
18	18		301							{2: '构造体', 3: '真的非常感谢！', 4: '2'}
19	19		301							{2: '里', 3: '……不用那么客气。', 4: '1'}
20	20		301							{3: '得知自己的同伴已经脱离危险，构造体看上去轻松了许多，话也变得多了起来。'}
21	21		301							{2: '构造体', 3: '没想到前来支援的居然是灰鸦小队的队员……我以为你们会去的都是极端危险的战场。', 4: '2'}
22	22		301							{2: '里', 3: '为什么会有这种印象……', 4: '1'}
23	23		301							{2: '构造体', 3: '啊啊抱歉，我没有别的意思，只是觉得像你们这种精英小队，应该会被分配到更重要的任务。', 4: '2'}
24	24		301							{2: '构造体', 3: '而对于我们这些刚加入联合作战小队的新兵，指挥部会分配给我们的大多数都只是架设装置，巡查据点……', 4: '2'}
25	25		301							{2: '里', 3: '这种任务相对安全，也没什么不好的。', 4: '1'}
26	26		301							{2: '构造体', 3: '那不一样！我可不是为了安全成为构造体的！', 4: '2'}
27	27		301							{2: '里', 3: '你……自愿接受了改造？', 4: '1'}
28	28		301							{2: '构造体', 3: '没错，别看我这样，我可是出生在军人世家……但是我从小就体弱多病，连走路都要靠外骨骼辅助。', 4: '2'}
29	29		301							{2: '构造体', 3: '我的家人……都在和感染体的战斗中牺牲，我却没能接过他们的遗志，甚至连为他们报仇都做不到。', 4: '2'}
30	30		301							{2: '构造体', 3: '所以……得知我和钽-193共聚物相性良好的时候，我真的很庆幸。', 4: '2'}
31	31		301							{2: '构造体', 3: '我希望能站在最前线和指挥官一起战斗，能成为独当一面的队长，有足够的能力保护自己的队员，而不是像现在这样……', 4: '2'}
32	32		301							{2: '构造体', 3: '……连自己的同伴都差点就没能救回来。', 4: '2'}
33	33		301							{2: '里', 3: '……', 4: '1'}
34	34		301							{2: '构造体', 3: '抱歉……请别放在心上，我一放松下来就容易话多……这是我的老毛病了，哈哈。', 4: '2'}
35	35		301							{2: '里', 3: '……没事，这没什么可道歉的。', 4: '1'}
36	36		301							{2: '里', 3: '没有谁一上来就经验丰富。', 4: '1'}
37	37		202							{1: '1', 2: '2', 6: '1'}
38	38		301							{3: '里站起身向四周环视，皱起了眉。'}
39	39		301							{3: '这里已经是坐标所指的位置，但是他在这里并没有发现任何值得注意的情况。'}
40	40		301							{3: '难道是他漏掉了什么关键信息吗？亦或者，那段信息其实并没有任何意义？'}
41	41		201							{1: '1', 2: '1011001', 4: '-400'}
42	42		201							{1: '2', 2: '500019', 4: '400'}
43	43		301							{1: '1', 2: '构造体', 3: '咦？这个是……', 4: '2'}
44	44		301							{3: '构造体像是注意到什么一样，起身走向街区的对面，随后在一堆废弃的机械前捡起了一个有些破损的机械设备。'}
45	45		301							{2: '构造体', 3: '没想到这里会有这个……看起来还能用，是哪个小队遗落在这里的吗？', 4: '2'}
46	46		301							{2: '里', 3: '这是……电磁观测设备？', 4: '1'}
47	47		301							{2: '构造体', 3: '嗯，看上去像是工程部队会配备的型号，和他们一起出任务的时候经常看到，不过执行部队一般不会用到这个。', 4: '2'}
48	48		301							{2: '构造体', 3: '但如果定位系统失灵，这个设备也可以作为备用的导航方式，如果我的队员本来就有点路痴，如果能早点找到这个，可能就不会遇到危险了。', 4: '2'}
49	49		301							{2: '里', 3: '……', 4: '1'}
50	50		301							{2: '构造体', 3: '……毕竟它不会受到帕弥什的影响，只要能配合成像，在定位系统失灵的情况下也是很好的探路方式。', 4: '2'}
51	51		301							{2: '构造体', 3: '只可惜这种设备不方便携带，如果能小型化，至少可以作为以防万一的备用手段。', 4: '2'}
52	52		301							{2: '里', 3: '（以防万一吗……）', 4: '1'}
53	53		301		1		AniZhuanchangBegin			{2: '里', 3: '（之后如果有时间，就试着改装看看吧。）', 4: '1'}
