Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params
1	1		101			AniZhuanchangEnd				{1: 'Assets/Product/Texture/Image/BgStory/BgStory627.jpg'}
2	2		401							{1: '1', 2: '12'}
3	3		301			DialogEnable	AniZhuanchangBegin			{3: '那是一双手，轻柔地将它与自己护在了手心。'}
4	4		502						400.0	{1: 'DialogDisable'}
5	5		101							{1: 'Assets/Product/Texture/Image/BgStory/BgStory0.png'}
6	6		109			AniZhuanchangEnd				{1: '2', 2: '<size=60>别担心……我会好好保护好你们。</size>', 7: '1', 8: '1'}
7	7		301				AniZhuanchangBegin			{3: '别担心……我会好好保护好你们。'}
8	8		110							
9	9		101			AniZhuanchangEnd				{1: 'Assets/Product/Texture/Image/BgStory/BgStory627.jpg'}
10	10		301			DialogEnable				{3: '——某处传来少女温柔的嗓音。'}
11	11		301							{3: '不像在耳际传来，而是从心中响起的……坚强与哀伤的声音。'}
12	12		301							{3: '仿佛置身于一个永恒的怀抱之中，徜徉而来的水波带来温暖的感触，包裹这副身躯的伤痕。'}
13	13		301				AniZhuanchangBegin			{3: '于是可怖的噩梦也随潮水褪去。'}
14	14		502						400.0	{1: 'DialogDisable'}
15	15		101							{1: 'Assets/Product/Texture/Image/BgStory/BgStory0.png'}
16	16		109			AniZhuanchangEnd				{1: '2', 2: '<size=60>没事了……没事了。</size>', 7: '1', 8: '1'}
17	17		301				AniZhuanchangBegin			{3: '没事了……没事了。'}
18	18		110							
19	19		101			AniZhuanchangEnd				{1: 'Assets/Product/Texture/Image/BgStory/BgStory627.jpg'}
20	20		301			DialogEnable				{3: '她的声音，时而清晰，时而模糊。'}
21	21		301							{3: '轻轻敲打着节拍，带着一种熟悉的旋律，带来宁和的平静。'}
22	22		301							{3: '在哼唱摇篮曲吗？'}
23	23		301				AniZhuanchangBegin			{3: '沉湎于温暖的海洋中，意识也逐渐模糊了起来……'}
24	24		401							{1: '1', 2: '36'}
25	25		502							{1: 'DialogDisable'}
26	26		501						1200.0	{1: 'Assets/Product/Effect/Prefab/FxUi/FxUiStory/FxUiZhuanchangBaiBegin.prefab', 2: '2'}
27	27		101			AniZhuanchangEnd				{1: 'Assets/Product/Texture/Image/BgStory/BgStory648.jpg'}
28	28		501						100.0	{1: 'Assets/Product/Effect/Prefab/FxUi/FxUiStory/FxUiZhuanchangBaiEnd.prefab', 2: '2'}
29	29		505							{2: 'Assets/Product/Effect/Prefab/FxUi/FxUiStory/FxUiZhuanchangBaiBegin.prefab'}
30	30		111							{1: '1', 2: 'Assets/Product/Effect/Prefab/FxUiFight/FxUiMohuTest02.prefab'}
31	31		401							{1: '1', 2: '169'}
32	32		301			DialogEnable				{3: '睁开眼睛。'}
33	33		301							{3: '森冷的灯光刺入眼球，大脑不由得一阵眩晕。'}
34	34		111							{1: '0', 2: 'Assets/Product/Effect/Prefab/FxUiFight/FxUiMohuTest02.prefab'}
