Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params
1	1		101			AniZhuanchangEnd				{1: 'Assets/Product/Texture/Image/BgStory/Bgstory171.png'}
2	2		401							{1: '1', 2: '10'}
3	3		301			DialogEnable				{2: '神威', 3: '队长，你看……海面上！'}
4	4		301							{2: '神威', 3: '好大……！'}
5	5		301				AniZhuanchangBegin			{2: '神威', 3: '好大的一艘船啊！'}
6	6		101							{1: 'Assets/Product/Texture/Image/BgStory/Bgstory148.png'}
7	7		201							{1: '1', 2: '500155'}
8	8		301			AniZhuanchangEnd				{1: '1', 2: '库洛姆', 3: '武藏玖型和我们遇到的未知机械体，根据机械形态，进行了数据库数据检索匹配。', 4: '1'}
9	9		301							{2: '库洛姆', 3: '数据库，E20，音频图像数据缺失，仅仅检索到了文本数据。', 4: '1'}
10	10		301				AniZhuanchangBegin			{2: '库洛姆', 3: '武藏玖型是黄金时代九龙商会出口的安保型机械人，而我们遇到的未知机械体，也是黄金时代九龙商会出口的百戏班系列的表演傀儡机械体。', 4: '1'}
11	11		202							{1: '1', 6: '1'}
12	12		101							{1: 'Assets/Product/Texture/Image/BgStory/Bgstory171.png'}
13	13		301			AniZhuanchangEnd				{2: '库洛姆', 3: '关键词都是……‘九龙商会’。'}
14	14		301				AniZhuanchangBegin			{2: '库洛姆', 3: '仅在夜晚停靠港口的东方商船……九龙夜航船。'}
15	15		101							{1: 'Assets/Product/Texture/Image/BgStory/Bgstory148.png'}
16	16		201							{1: '1', 2: '1081001'}
17	17		501							{1: 'Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStoryTongxunHalfNew.prefab', 3: '1'}
18	18		301			AniZhuanchangEnd				{1: '1', 2: '神威', 3: '虽然没怎么听明白，但总之就是我们这次任务的侦查目标出现了对吧！', 4: '1'}
19	19		204							{1: '1', 2: '2'}
20	20		301							{2: '神威', 3: '那走吧，队长！', 4: '1'}
21	21		505							{2: 'Assets/Product/Effect/Prefab/FxUi/FxUiStoryNew/FxUiStoryTongxunHalfNew.prefab', 4: '1'}
22	22		201							{1: '1', 2: '500155'}
23	23		301		1		AniZhuanchangBegin			{1: '1', 2: '库洛姆', 3: '等……', 4: '1'}
