Id	ActionId	NextActionId	Type	IsBlock	IsEnd	BeginAnim	EndAnim	BeginDelay	EndDelay	Params
1	1		101			AniZhuanchangEnd				{1: 'Assets/Product/Texture/Image/BgStory/Bgstory126.png'}
2	2		401							{1: '1', 2: '15'}
3	3		301			DialogEnable				{3: '列车第一节车厢，王族封闭车厢内。'}
4	4		201							{1: '1', 2: '500162'}
5	5		301							{1: '1', 2: '机械音', 3: '交付时间，已确认；交付地点，已确认；交付目标，扫描确认人数，2人，无感染反应，目标身份识别中；交付内容，正在进行确认。', 4: '1'}
6	6		202							{1: '1', 6: '1'}
7	7		301							{3: '半人高的机械小人的发声装置持续响动着，没有起伏的机械音在车厢内回荡。'}
8	8		301							{3: '小机械人抻着圆圆的脑袋，环视了车厢一圈，缓慢而笨拙地向前敬了一个礼。'}
9	9		201							{1: '1', 2: '500162'}
10	10		301							{1: '1', 2: '机械音', 3: '阿迪莱商业联盟首领，好。', 4: '1'}
11	11		202							{1: '1', 6: '1'}
12	12		301							{3: '王座上的少女首领，静默不语。'}
13	13		201							{1: '1', 2: '500162'}
14	14		301							{1: '1', 2: '机械音', 3: '交易流程包含检验货品的环节。', 4: '1'}
15	15		201							{1: '1', 2: '500126', 3: '4'}
16	16		301							{1: '1', 2: '阿斯顿', 3: '检验通过了不是吗，我方也因此损耗不小。', 4: '1'}
17	17		201							{1: '1', 2: '500162'}
18	18		301							{1: '1', 2: '机械音', 3: '是的。', 4: '1'}
19	19		301							{2: '机械音', 3: '主人很满意。', 4: '1'}
20	20		202							{1: '1', 6: '1'}
21	21		301							{3: '小机械人像感到不适一样，抬手摩挲一下颈部‘项圈’一样的装置。'}
22	22		201							{1: '1', 2: '500162'}
23	23		301							{1: '1', 2: '机械音', 3: '主人，要讲话。', 4: '1'}
24	24		202							{1: '1', 6: '1'}
25	25		301							{3: '沙沙声。'}
26	26		201							{1: '1', 2: '500162'}
27	27		301							{1: '1', 2: '？？？', 3: '您好，可以听清吗？', 4: '1'}
28	28		202							{1: '1', 6: '1'}
29	29		301							{3: '伴随着杂音，像是经过多次加工处理，辨别不出男女的人声从小机械人的身上传出。'}
30	30		201							{1: '1', 2: '500126', 3: '8'}
31	31		301							{1: '1', 2: '阿斯顿', 3: '……', 4: '1'}
32	32		201							{1: '1', 2: '500125'}
33	33		301							{1: '1', 2: '贾米拉', 3: '请说。', 4: '1'}
34	34		201							{1: '1', 2: '500162'}
35	35		301							{1: '1', 2: '？？？', 3: '阿迪莱四代·贾米拉，阿迪莱的王女。', 4: '1'}
36	36		301							{2: '？？？', 3: '‘身份检验’环节已经进行过很多次了，请恕我就不再进行自我介绍了。', 4: '1'}
37	37		202							{1: '1', 6: '1'}
38	38		301							{3: '经过无数次加工，无法识别出声音来源信息的话语，却抹除不掉温和礼貌且带着模糊的笑意的语调。'}
39	39		201							{1: '1', 2: '500162'}
40	40		301							{1: '1', 2: '？？？', 3: '我已经确认‘货品’状态，请问现在是随时可以交付吗？', 4: '1'}
41	41		201							{1: '1', 2: '500125', 3: '4'}
42	42		301							{1: '1', 2: '贾米拉', 3: '在确认交付之前，或许我们可以就检验货品过程中的意外情况进行商谈。', 4: '1'}
43	43		201							{1: '1', 2: '500162'}
44	44		301							{1: '1', 2: '？？？', 3: '算不上意外，不是吗？尊敬的王女。一切都在您的计算之中，不论是商品的表现，亦或者是空中花园另外的派遣者。', 4: '1'}
45	45		201							{1: '1', 2: '500126'}
46	46		301							{1: '1', 2: '阿斯顿', 3: '你说过，派遣者将会是另一支执行者部队。', 4: '1'}
47	47		201							{1: '1', 2: '500162'}
48	48		301							{1: '1', 2: '？？？', 3: '嗯，我说错了。', 4: '1'}
