Id	Text
1	Beyond Time's Shore
2	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
3	
4	
5	Commandant's Lounge
6	
7	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
8	Read the message from Lucia
9	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
10	
11	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
12	Take the movie experience voucher
13	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
14	Check the Origami Clover
15	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
16	
17	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
18	Read the message from Lucia
19	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
20	
21	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
22	Check the Origami Clover
23	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
24	
25	Commandant's Lounge
26	Leave the lounge
27	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
28	Read daily notifications (Optional)
29	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
30	Fix your appearance (Optional)
31	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
32	
33	Babylonia - Commercial District A
34	Meet up with Lucia
