Id	Text
1	Wishes Adrift in the Starry Sea
2	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
3	
4	
5	
6	
7	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
8	
9	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
10	
11	Babylonia - Military Security Area
12	Read message
13	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
14	Go to the Military Security Area
15	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
16	Go to the Military Security Area and meet with Karenina
17	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
18	Go to the Military Security Area and meet with Karenina
19	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
20	Take the elevator to the upper floor
21	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
22	Go to the drone control room
23	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
24	Go to the drone control room
25	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
26	Access the drone control interface
27	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
28	Go to Airspace AR001 to explore
29	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
30	Talk to Karenina and Moka about the strange sounds
31	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
32	Go to Airspace AR002 and continue to explore
33	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
34	Go to the side console and talk to Karenina
35	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
36	Go to the side console and check the signal frequency
37	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
38	Inform the two of them about the collected signal frequencies
39	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
40	Go to Airspace AR003 and continue to explore
41	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
42	Inform the two of them about the collected signal frequencies
43	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
44	Go to Airspace AR004 to recover satellite signals
45	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
46	Talk to Karenina and Moka about the recovery results
47	At Karenina's request, the Gray Raven Commandant heads to the drone control room in the Military Security Area to test a new second-gen drone. But during the flight, the drone seems to pick up a bizarre signal...
