Id	Text
1	Bewilderment of a Nascent Will
2	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
3	
4	
5	Babylonia - Commercial District B
6	Go to Olympia Art Gallery
7	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
8	Read the anonymous message
9	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
10	Read Teddy's message
11	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
12	Meet with the Kuroro Investigation Team
13	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
14	
15	Babylonia - Commercial District B
16	Track down the disguised Kuroro at Olympia Art Gallery
17	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
18	Ask Dahei about the abnormal signal location (Optional)
19	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
20	
21	Babylonia - Commercial District B
22	Track down the disguised Kuroro at Olympia Art Gallery
23	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
24	Ask Dahei about the abnormal signal location (Optional)
25	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
26	
27	Babylonia - Commercial District B
28	Track down the disguised Kuroro at Olympia Art Gallery
29	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
30	Read the anonymous message
31	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
32	Find the awakened Kuroro
33	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
34	
35	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
36	Talk to Nanami
37	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
38	Read the message from Dahei?
39	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
