Id	Text
1	Caffeine Conundrum
2	You haven't seen your friend Ross in a while. Head to the cafe and check on him.
3	
4	
5	Babylonia - Commercial District A
6	Talk to Manager Ross
7	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
8	
9	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
10	Talk to Ed
11	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
12	
13	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
14	Talk to Haley
15	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
16	
17	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
18	Confirm the situation with Ross
19	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
20	
21	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
22	Find Jason
23	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
24	
25	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
26	
27	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
28	Complete 2 rounds of cafe operation
29	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
30	
31	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
32	
33	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
34	Check the comm from Ross
35	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
36	Wait for Ross at Kuroro Coffee
37	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
38	
39	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
40	Read the threatening letter
41	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
42	
43	Kuroro Coffee is a popular leisure spot for Babylonia residents, but Ross seems to have been forced into a hostile takeover situation. While the Gray Raven Commandant conducts an investigation, the cafe's operations need to get back on track.
44	
