Id	Text
1	Frostheart Shadow
2	The Commandant puts on the power armor and arrives at the outdoor platform, where Rosetta is already locked in combat with the fake Mina.
3	
4	
5	
6	Meet with Rosetta
7	The Commandant puts on the power armor and arrives at the outdoor platform, where Rosetta is already locked in combat with the fake Mina.
8	Meet with Rosetta
9	
10	
11	The Commandant rushes forward and sees Rosetta fighting Mina. Upon noticing the Commandant, the fake Mina reveals his true identity: Zack the Frostheart Emperor, last emperor of the old Sophiasburgh. From his time observing Babylonia, he believes the world remains divided, and now he intends to lead the spirits of the past to unify it.
12	Talk with Rosetta about the current situation
13	After watching the fallen fake Mina vanish, the Commandant and Rosetta discuss the situation on the platform.
14	
15	The Commandant removes the power armor and returns to the Military Security Area by elevator.
16	Return to Military Security Area
17	
