Id	Text
1	Beyond Time's Shore
2	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
3	
4	
5	
6	Check the next part of the story
7	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
8	
9	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
10	
11	
12	Investigate the rockery
13	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
14	Investigate behind the trees
15	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
16	Investigate the grass
17	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
18	
19	
20	Give the four-leaf clover to Froggie
21	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
22	
23	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead...\n"
24	Leave the Movie World
25	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
