Id	Text
1	Beyond Time's Shore
2	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
3	
4	
5	
6	Talk to Froggie
7	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
8	Search for Clues
9	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
10	Give the Wish Dewdrop to Froggie
11	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
12	Go to the next scene
13	"The World Government Association of Art has restored a Golden Age film called ""Froggie's Day."" The Gray Raven Commandant and Lucia arranged to go watch the movie together, but what they didn't expect was that a wonderful surprise was quietly waiting for them ahead..."
