Id	Text
1	Frostheart Shadow
2	After receiving an explanation from the staff, the Commandant begins exploring the M.I.N.D. The goal is to remove the startup lock on the frame's black box. This lock is tied to core functions and prevents normal activation. Although disabling it will reduce some performance, restoring Rosetta's mobility takes priority for now.
3	
4	
5	
6	
7	The Commandant arrives at a corner on the outskirts of Sophiasburgh within the M.I.N.D. Corrupted emerge from the snow and begin attacking civilians, who panic and clutch their heads in terror.
8	
9	
10	Defeat the Corrupted
11	
12	
13	
14	Defeat the Corrupted
15	
16	
17	
18	Defeat the Corrupted
19	
20	
21	
22	Unlock Data Black Box
23	After all enemies are defeated, an interface to deactivate the black box startup lock appears. The Commandant must interact with it to activate Rosetta's frame.
24	
25	Rosetta's frame slowly begins to power up. A transition cutscene plays here.
26	
27	Rosetta's frame is successfully unlocked. She communicates with the Commandant through a full-body projection with transmission effects, sharing stories about the old Sophiasburgh. From the conversation, the Commandant realizes that the Mina in Babylonia is not the same Mina Rosetta once knew. When attempts to contact personnel in the Military Security Area fail, it becomes clear that a crisis is happening.
