Id	Text
1	Blooms in the Sky
2	Liv's been unusually busy lately. No one's seen her around in days. They say the blooming season is just around the corner at Dreamglow Gardens, and she's been spending a lot of time helping out there. Stop by to check in on her.
3	
4	
5	
6	Go to Dreamglow Gardens
7	Liv's been unusually busy lately. No one's seen her around in days. They say the blooming season is just around the corner at Dreamglow Gardens, and she's been spending a lot of time helping out there. Stop by to check in on her.
8	Sneak up closer
9	Liv's been unusually busy lately. No one's seen her around in days. They say the blooming season is just around the corner at Dreamglow Gardens, and she's been spending a lot of time helping out there. Stop by to check in on her.
10	Gently Tap Liv
11	Liv's been unusually busy lately. No one's seen her around in days. They say the blooming season is just around the corner at Dreamglow Gardens, and she's been spending a lot of time helping out there. Stop by to check in on her.
12	
13	
14	What should you do?
15	Liv's been unusually busy lately. No one's seen her around in days. They say the blooming season is just around the corner at Dreamglow Gardens, and she's been spending a lot of time helping out there. Stop by to check in on her.
16	
17	Liv's been unusually busy lately. No one's seen her around in days. They say the blooming season is just around the corner at Dreamglow Gardens, and she's been spending a lot of time helping out there. Stop by to check in on her.
18	
19	
20	
21	Liv's been unusually busy lately. No one's seen her around in days. They say the blooming season is just around the corner at Dreamglow Gardens, and she's been spending a lot of time helping out there. Stop by to check in on her.
22	
23	
24	
25	Liv's been unusually busy lately. No one's seen her around in days. They say the blooming season is just around the corner at Dreamglow Gardens, and she's been spending a lot of time helping out there. Stop by to check in on her.
