Id	Text
1	Celebration Invitation: Lucia
2	
3	
4	Explore the celebration with Lucia
5	Babylonia - Commercial District A
6	Invite Lucia to the celebration
7	"The Commercial District is vigorously advancing the ""Commercial Square Development Plan"", but recently, merchants who have moved into the square have been receiving threatening letters from the ""Flourish Guild."" At Ross's request, the Gray Raven Commandant decides to investigate the truth behind it..."
8	
9	
10	Explore the celebration
11	"The Commercial District is vigorously advancing the ""Commercial Square Development Plan"", but recently, merchants who have moved into the square have been receiving threatening letters from the ""Flourish Guild."" At Ross's request, the Gray Raven Commandant decides to investigate the truth behind it..."
