Id	Text
1	Frostheart Shadow
2	The opening introduces the state of Rosetta's new frame and the Commandant's task to help activate it, with Mina's appearance setting up a mystery.\n
3	
4	
5	Military Security Area
6	
7	
8	Investigate in the Military Security Area
9	Rosetta fell into a coma after confronting enemies that emerged in the Arctic regions. Somewhere within Babylonia, there should be a way to help her recover.
10	
11	Outskirts of Old Sophiasburgh
12	"Use ""Fangs"" to clear M.I.N.D. disruptions"
13	"To awaken Rosetta, you must dive into the M.I.N.D., unlock the black box within the ""Malkuth"" frame, and defeat the enemies guarding it."
14	
15	Military Security Area
16	"Catch up with Rosetta and ""Mina"""
17	"The ""Mina"" who appeared in Babylonia was not the real one. After the attempted attack failed, he took advantage of the chaos to slip away, and Rosetta, who had just regained consciousness, immediately went after him."
18	
19	Military Security Area - Rooftop
20	Meet with Rosetta
21	After the chase, everyone comes to the rooftop of the Military Security Area.
22	
23	Military Security Area
24	Meet with Asimov
25	"The declaration of the ""Frostheart Emperor"" signals the beginning of a new wave of crisis and turmoil. Per Asimov's instructions, go find him first and talk through what to do next."
