Id	Text
1	Bewilderment of a Nascent Will
2	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
3	
4	
5	
6	
7	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
8	
9	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
10	
11	Babylonia - Commercial District B
12	Go to Dreamglow Gardens
13	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
14	Read the anonymous message
15	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
16	Follow the suspicious person
17	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
18	Talk to Karenina
19	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
20	Follow Dahei to the signal source
21	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
22	Use the camera to identify the disguised Kuroro
23	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
24	
25	Babylonia - Commercial District B
26	Find the disguised Kuroro in Dreamglow Gardens (1/3)
27	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
28	Find the disguised Kuroro in Dreamglow Gardens (2/3)
29	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
30	Find the disguised Kuroro in Dreamglow Gardens (3/3)
31	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
32	Ask Dahei about the abnormal signal location (Optional)
33	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
34	
35	Babylonia - Commercial District B
36	Read the message from the Kuroro Investigation Team
37	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
