Id	Text
1	A Tap on the Heart
2	
3	
4	
5	Babylonia - Commercial District A
6	
7	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
8	Find the psychologist
9	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
10	
11	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
12	Find Rhea
13	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
14	Find Rhea
15	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
16	
17	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
18	Talk to the psychologist
19	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
20	
21	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
22	Go near the Astral Canopy
23	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
24	Photo the Astral Canopy
25	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
26	Find Ross at Kuroro Coffee
27	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
28	
29	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
30	Take the coffee
31	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
32	Talk to the psychologist
33	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
34	
35	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
36	Talk to Rhea
37	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
38	
39	War not only brings ruins and devastation, but also carves wounds in the hearts of those who experience it—wounds that are difficult to heal... Commissioned by Ross, the Gray Raven Commandant decides to help a soldier suffering from psychological trauma to emerge from the shadows of the past.
