Id	Text
1	The Number Enigma
2	What started as a casual stroll with Lee through the Logistics Center took a strange turn when a string of mysterious numbers suddenly appeared above his head. During the investigation, a series of unexpected twists pop up...
3	
4	
5	Babylonia - Commercial District B
6	Meet with Lee
7	What started as a casual stroll with Lee through the Logistics Center took a strange turn when a string of mysterious numbers suddenly appeared above his head. During the investigation, a series of unexpected twists pop up...
8	Meet with Lee
9	What started as a casual stroll with Lee through the Logistics Center took a strange turn when a string of mysterious numbers suddenly appeared above his head. During the investigation, a series of unexpected twists pop up...
10	
11	
12	
13	What started as a casual stroll with Lee through the Logistics Center took a strange turn when a string of mysterious numbers suddenly appeared above his head. During the investigation, a series of unexpected twists pop up...
14	
15	
16	
17	What started as a casual stroll with Lee through the Logistics Center took a strange turn when a string of mysterious numbers suddenly appeared above his head. During the investigation, a series of unexpected twists pop up...
