Id	Text
1	Bewilderment of a Nascent Will
2	Photography System Mission (Logistics & Movies)
3	
4	
5	Babylonia - Commercial District B
6	Go to Logistics Center
7	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
8	Read Teddy's message
9	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
10	Follow Dahei to the source of the abnormal signal
11	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
12	Talk to the suspicious person
13	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
14	Photograph the suspicious person
15	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
16	Talk to Dahei
17	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
18	Deliver the photos
19	Deliver the photos
20	Follow Dahei and leave the area for now
21	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
22	Read message
23	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
24	Photograph the suspicious person
25	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
26	
27	Babylonia - Commercial District B
28	Find the disguised Kuroro in Logistics Center (1/2)
29	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
30	Find the disguised Kuroro in Logistics Center (2/2)
31	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
32	Find the disguised Kuroro in Logistics Center (3/3)
33	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
34	Ask Dahei about the abnormal signal location (Optional)
35	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
36	
37	Babylonia - Commercial District B
38	Read the message from the Kuroro Investigation Team
39	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
40	Go to Babylonia Universal Cinema
41	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
42	Photograph the staff
43	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
44	Photograph the staff
45	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
46	Play the story that follows the photographing of the disguised Kuroro.
47	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
48	
49	Babylonia - Commercial District B
50	Find the disguised Kuroro in Babylonia Universal Gallery (1/3)
51	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
52	Find the disguised Kuroro in Babylonia Universal Gallery (2/3)
53	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
54	Find the disguised Kuroro in Babylonia Universal Gallery (3/3)
55	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
56	Ask Dahei about the abnormal signal location (Optional)
57	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
58	
59	Babylonia - Commercial District B
60	Meet Dahei
61	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
