Id	Text
1	Bewilderment of a Nascent Will
2	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
3	
4	
5	
6	Stroll through Babylonia from Nanami's perspective
7	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
8	Stroll through Babylonia from Nanami's perspective
9	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
10	Ask around in Babylonia about the Gray Raven Commandant's whereabouts
11	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
12	Ask Kuroro about the Gray Raven Commandant's location
13	Upon arriving at Dreamglow Gardens, the Gray Raven Commandant receives a message from an unknown sender, only to find secretly taken photos of themself. While following the clues, the suspect escapes. At the same time, the Commandant encounters Karenina and Engineering Force technician Dahei, who are also searching for the culprit.
