Id	Text
1	Blooms in the Sky
2	Liv's been unusually busy lately. No one's seen her around in days. They say the blooming season is just around the corner at Dreamglow Gardens, and she's been spending a lot of time helping out there. Stop by to check in on her.
3	
4	
5	Babylonia - Commercial District B
6	Go to Dreamglow Gardens
7	Liv's been unusually busy lately. No one's seen her around in days. They say the blooming season is just around the corner at Dreamglow Gardens, and she's been spending a lot of time helping out there. Stop by to check in on her.
8	Continue Invitation
9	Liv's been unusually busy lately. No one's seen her around in days. They say the blooming season is just around the corner at Dreamglow Gardens, and she's been spending a lot of time helping out there. Stop by to check in on her.
10	
11	Babylonia - Commercial District B
12	
13	Liv's been unusually busy lately. No one's seen her around in days. They say the blooming season is just around the corner at Dreamglow Gardens, and she's been spending a lot of time helping out there. Stop by to check in on her.
14	
15	Babylonia - Commercial District B
16	
17	Liv's been unusually busy lately. No one's seen her around in days. They say the blooming season is just around the corner at Dreamglow Gardens, and she's been spending a lot of time helping out there. Stop by to check in on her.
