Id	Text
1	Frostheart Shadow
2	Upon exiting the deep dive, the Commandant instinctively readies the weapon. At the same time, the fake Mina is already nearby, operating a terminal and condensing data into a physical construct. A quick glance around reveals that everyone who had been guarding and working here has been eliminated.
3	
4	
5	
6	
7	
8	"Catch up with Rosetta and ""Mina"""
9	
10	"Catch up with Rosetta and ""Mina"""
11	
12	"Catch up with Rosetta and ""Mina"""
13	
14	Take the elevator to the upper floor
15	Interact with the elevator
