Id	GroupId	Name	Title	HeadIconStyleId	InteractOptionTexts
100001	4021	赛利卡			['结束庆典']
100002	4021	薇拉			
100003	4021	露西亚			
100004	4021	罗斯	咖啡厅店长		
100005	4021	店长型碧儿	海洋之心旗舰负责人		
100006	4021	埃吉涅			
100007	4021	库锅锅	阿迪莱商会负责人		
100008	4021	库刷刷	梵希食品店主		
100009	4021	酒吧经理			
100010	4021	秋游	蔻屿鲜花店主		
100011	4021	槐月	九龙商会负责人		
100012	4021	格雷	弈智桌游店主		
100013	4021	工作机器人xmax			
100014	4021	通用男性服务员2			
100015	4021	通用男性服务员3			
100016	4021	新增女NPC9			
100017	4021	新增男NPC4			
100018	4021	新增女NPC4			
100019	4021	新增女NPC5			
100020	4021	新增女NPC7			
100021	4021	新增女NPC8			
100022	4021	新增女NPC5			
100023	4021	通用男性服务员3			
100024	4021	新增男NPC5			
100025	4021	女性构造体2			
100026	4021	女性构造体3			
100027	4021	男性构造体3			
100028	4021	女性构造体3			
100029	4021	女性构造体2			
100030	4021	通用男性服务员4			
100031	4021	通用男性服务员2			
100032	4021	新增男NPC6			
100033	4021	新增女NPC5			
100034	4021	女性构造体3			
100035	4021	新增女NPC1			
100036	4021	男性构造体1			
100037	4021	女性构造体2			
100038	4021	新增男NPC1			
100039	4021	宿舍氛围调查女			
100040	4021	宿舍氛围约会女			
100041	4021	空中花园员工			
100042	4021	蕾拉			
100043	4021	新增女NPC1			
100044	4021	新增女NPC1			
100045	4021	新增男NPC3			
100046	4021	新增男NPC3			
100047	4021	新增男NPC2			
100048	4021	库雪雪			
100049	4021	蕾拉			
100050	4021	制服女NPC1（生态）			
100051	4021	新增女NPC6（生态）			
100052	4021	女性服务员1（生态）			
100053	4021	女性服务员2（生态）			
100054	4021	阿迪莱男NPC01(黄色)			
100055	4021	阿迪莱男NPC02(红色)			
100056	4021	女性服务员9（生态）			
100057	4021	男性服务员2（生态）			
100058	4021	新增女NPC6（生态）			
100059	4021	新增男NPC3（生态）			
100060	4021	制服男NPC01(白色)			
100061	4021	阿迪莱男NPC01(黄色)			
100062	4021	薇拉			
100063	4021	露西亚			
100064	4021	制服女NPC1（剧情）			
100065	4021	男X待机动作03（剧情）			
100066	4021	休息厅氛围组01女（剧情）			
100067	4021	中央广场沉思氛围女			
100068	4021	广场沉思氛围男			
100069	4021	男X待机动作01（剧情）			
100070	4021	女性构造体2（剧情）			
100071	4021	女性构造体1（剧情）			
100072	4021	新增男NPC3（剧情）			
100073	4021	新增女NPC4			
100074	4021	新增男NPC4（剧情）			
100075	4021	新增女NPC8			
100076	4021	新增男NPC4			
100077	4021	PV三人气泡NPC休闲服女（生态）			
100078	4021	新增金毛女（剧情）			
100079	4021	宿舍氛围约会女（生态）			
100080	4021	空中花园员工（生态）			
100081	4021	宿舍氛围约会男（生态）			
100082	4021	新增男NPC3（生态）			
100083	4021	女性构造体2（生态）			
100084	4021	男性构造体3（剧情）			
100085	4021	男性构造体2（剧情）			
100086	4021	新增男NPC4（剧情）			
