Name	Layer	ClipPath	RootMotionPath
Drama_Die01_Loop	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HetigongzuojiqiMd01001SG/Npc1HetigongzuojiqiMd01001SG/BaseLayer/Drama_Die01_Loop.anim	
Drama_Special01_Loop	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HetigongzuojiqiMd01001SG/Npc1HetigongzuojiqiMd01001SG/BaseLayer/Drama_Special01_Loop.anim	
Drama_Stand_01	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HetigongzuojiqiMd01001SG/Npc1HetigongzuojiqiMd01001SG/BaseLayer/Drama_Stand_01.anim	
LevelAttack01	Layer1	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HetigongzuojiqiMd01001SG/Npc1HetigongzuojiqiMd01001SG/Layer1/LevelAttack01.anim	
Dance_Loop	Layer1	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HetigongzuojiqiMd01001SG/Npc1HetigongzuojiqiMd01001SG/Layer1/Dance_Loop.anim	
LevelHit1	Layer1	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HetigongzuojiqiMd01001SG/Npc1HetigongzuojiqiMd01001SG/Layer1/LevelHit1.anim	
LevelHit2	Layer1	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HetigongzuojiqiMd01001SG/Npc1HetigongzuojiqiMd01001SG/Layer1/LevelHit2.anim	
LevelHit3	Layer1	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HetigongzuojiqiMd01001SG/Npc1HetigongzuojiqiMd01001SG/Layer1/LevelHit3.anim	
LevelHit4	Layer1	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HetigongzuojiqiMd01001SG/Npc1HetigongzuojiqiMd01001SG/Layer1/LevelHit4.anim	
LevelHitdown	Layer1	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HetigongzuojiqiMd01001SG/Npc1HetigongzuojiqiMd01001SG/Layer1/LevelHitdown.anim	
LevelLieonfloor	Layer1	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HetigongzuojiqiMd01001SG/Npc1HetigongzuojiqiMd01001SG/Layer1/LevelLieonfloor.anim	
LevelRun	Layer1	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HetigongzuojiqiMd01001SG/Npc1HetigongzuojiqiMd01001SG/Layer1/LevelRun.anim	
