Name	Layer	ClipPath	RootMotionPath
Attack01	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack01.anim	
Attack02	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack02.anim	
Attack03	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack03.anim	
Attack04	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack04.anim	
Attack05	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack05.anim	
Attack06	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack06.anim	
Attack07	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack07.anim	
Attack08	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack08.anim	
Attack09	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack09.anim	
Attack101	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack101.anim	
Attack102	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack102.anim	
Attack12RM	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack12RM.anim	
Attack201	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack201.anim	
Attack21	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack21.anim	
Attack22	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack22.anim	
Attack221	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack221.anim	
Attack23	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack23.anim	
Attack231	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack231.anim	
Attack241	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack241.anim	
Attack41	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack41.anim	
Attack42	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack42.anim	
Attack42RM	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack42RM.anim	
Attack43	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack43.anim	
Attack45	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack45.anim	
Attack46	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack46.anim	
Attack501	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack501.anim	
Attack51	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack51.anim	
Attack52	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack52.anim	
Attack65	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Attack65.anim	
Born	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Born.anim	
Stand1	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Stand1.anim	
Stand2	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/BaseLayer/Stand2.anim	
Attack100	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/Attack100.anim	
Attack211	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/Attack211.anim	
Attack212	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/Attack212.anim	
Attack83	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/Attack83.anim	
Attack84	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/Attack84.anim	
Attack90	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/Attack90.anim	
Attack99	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/Attack99.anim	
FullChain01	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/FullChain01.anim	
FullChain02	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/FullChain02.anim	
FullChain03	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/FullChain03.anim	
LevelAttack01	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/LevelAttack01.anim	
LevelAttack02	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/LevelAttack02.anim	
Win	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/Win.anim	
Win2	BaseLayer	Assets/Product/Role/DlcEquipAnimation/E3AlphaMdCommon/E3AlphaMdCommon/CommonLayer/Win2.anim	
