Name	Layer	ClipPath	RootMotionPath
Attack01	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Attack01.anim	
Attack02	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Attack02.anim	
Attack03	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Attack03.anim	
Attack04	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Attack04.anim	
Behitfly	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Behitfly.anim	
Born	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Born.anim	
Death	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Death.anim	
Falldown	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Falldown.anim	
Hit1	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Hit1.anim	
Hit2	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Hit2.anim	
Hit3	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Hit3.anim	
Hit4	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Hit4.anim	
Hitdown	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Hitdown.anim	
Hoverhit	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Hoverhit.anim	
Lieonfloor	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Lieonfloor.anim	
Run	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Run.anim	
Stand2	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Stand2.anim	
Standup	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Standup.anim	
Stun	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Stun.anim	
Walk	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Walk.anim	
Walkb	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Walkb.anim	
Walkl	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Walkl.anim	
Walkr	BaseLayer	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/BaseLayer/Walkr.anim	
LevelRun	Level1	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/LevelCombine1/Level1/LevelRun.anim	
LevelStand2	Level1	Assets/Product/Role/DlcAnimation/Common3DFight/Mo1HetiwurenjiMd010001RM/Mo1HetiwurenjiMd010001RM/LevelCombine1/Level1/LevelStand2.anim	
