Name	Layer	ClipPath	RootMotionPath
Drama_HLQ_Aoman_Loop	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Aoman_Loop.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Aoman_Loop.asset
Drama_HLQ_Aoman_Start	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Aoman_Start.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Aoman_Start.asset
Drama_HLQ_Chayao_Loop	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Chayao_Loop.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Chayao_Loop.asset
Drama_HLQ_Chayao_Start	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Chayao_Start.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Chayao_Start.asset
Drama_HLQ_Dianjizhuangzhi_Loop	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Dianjizhuangzhi_Loop.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Dianjizhuangzhi_Loop.asset
Drama_HLQ_Dianjizhuangzhi_Start	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Dianjizhuangzhi_Start.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Dianjizhuangzhi_Start.asset
Drama_HLQ_Quantou_Loop	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Quantou_Loop.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Quantou_Loop.asset
Drama_HLQ_Quantou_Start	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Quantou_Start.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Quantou_Start.asset
Drama_HLQ_Tanshou2_Loop	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Tanshou2_Loop.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Tanshou2_Loop.asset
Drama_HLQ_Tanshou2_Start	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Tanshou2_Start.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_HLQ_Tanshou2_Start.asset
Drama_Stand_01	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Stand_01.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Stand_01.asset
Drama_Foundation02_End	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Foundation02_End.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Foundation02_End.asset
Drama_Foundation_01_End	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Foundation_01_End.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Foundation_01_End.asset
Drama_Foundation_01_Loop	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Foundation_01_Loop.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Foundation_01_Loop.asset
Drama_Foundation_01_Start	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Foundation_01_Start.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Foundation_01_Start.asset
Drama_Foundation_02Loop	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Foundation_02Loop.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Foundation_02Loop.asset
Drama_Foundation_02_Start	BaseLayer	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Foundation_02_Start.anim	Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1HarryjoeMd00001SG/Npc1HarryjoeMd00001SG/CommonLayer/Drama_Foundation_02_Start.asset
