Info	Key	X	Y
1515151515	PB1	6421	5449
1515151515	S1	6421	5881
1515151515	ZX1	6430	6155
1515151515	End	6421	6385
1515151515	B101	6456	6067
1515151515	B102	6147	6296
1515151515	B103	6651	6296
1515151515	B104	6050	6517
1515151515	B105	6430	6499
1515151515	B106	6783	6508
95000320	PB1	6400	5442
95000320	S1	6405	6328
95000320	B101	6389	6778
95000320	Fb01	6406	2000
95000320	Fn01	8041	4299
95000320	Fn02	4779	4280
95000320	Fc01	9648	5486
95000320	Fc02	3151	5486
95000320	Fs01	8436	7219
95000320	Fs02	4410	7291
95000320	Ff01	6422	8343
95000320	Center	6397	6039
95000320	Gf	6410	10187
95000320	G01	48	15848
95000320	G02	4850	18357
95000320	G03	11293	17600
95000320	G04	15201	14691
